comments,ratings
豆瓣再这么搞下去已经失去权威性了，再烂也不至于2.7分，这非常有问题，好多人没看就在这乱说，怎么想的，至于这么低么，不知道为什么这么多人给低分，我觉得挺好看的，有动作场面，融合了盗墓，还挺不错的。最重要的把《盗墓笔记》的坑给填了，而且《爱情公寓》不管以后有没有再拍续集，电影都给大家完美的展现了一次青春记忆和回忆，也算好好的到了个别，了却铁粉们的心里情愫。,5
王传君是对的。,2
我就问爱情公寓的主创们一句，你们对得起我们吗！！！？,1
"第一次看爱情公寓的时候还是上初中，那个时候是真的觉得编剧太有才了，这部剧甚至可以跟武林外传媲美，直到上了高中，被同学推荐了《生活大爆炸》《老爸老妈浪漫史》。
我真是对不起武林外传。",1
虽然是抄的，但这个真的挺好笑的，喜欢爱情公寓的人，这部剧还是值得一看的，但不能忍的是，居然是盗墓笔记版爱情公寓，三星是看在以前的份上,3
我真的看了 是真的辣眼睛 骗人是小狗 如果你认为我去看这种 要与我绝交 我也无fuck说 都是我自己没品 怪不得旁人 真的没（有）人逼我去看 真的,1
全程盗墓 以为走错了片场 摸着良心说 真的太烂了 这不是我的爱情公寓 拿情怀骗票房 尼玛骗子气炸了 🈶️零分的选项吗 浪费我的情怀和钱！！以后里面的主演一生黑,1
披着爱情公寓外衣的盗墓笔记，各种大乱炖，简直就是个四不像的“盗墓公寓”，非常失望。,1
韦正靠这部电影成功逐梦演艺圈。,1
打着情怀来圈钱，更何况情怀也是抄来的,1
韦正你快滚吧 情怀分我都不想给你 太他妈尴尬了 这些演员真的也没职业操守 艹 就把自己的生涯栽这部电影上了 硬生生把盗墓笔记揉进去 不知所云 逻辑失控 笑点尴尬 去死吧 瞎了我小时候看的那些爱情公寓 真的 ,1
单论片子本身可能并没有那么难堪，但是诈骗什么的是道德问题靴靴。,1
我十分诧异我看的是爱情公寓还是盗墓笔记？本来这两个都很喜欢，可是怎么能这样欺骗我？？！！？？我要黑化成黑粉了！我错了 不该贡献票房，我错了我错了,1
那些情怀粉拿着王传君喷的，打压同期上映黑黄渤的，所谓的情怀粉，看了这部片子作何感想？所有人都告诉你是屎，你还要骂大家不懂情怀，自己去尝，尝了还怪别人不说。反正都是别人的错，你们去吃屎吧！,1
当看到银幕上真的又出现了女孩失恋，泡在浴室水缸里割腕，血和水混作一体的言情画面时，我惊恐地确认了一下今年真的是2021年，并且庆幸自己提前准备好了呕吐袋。,1
积压了多久的烂片啊，以后看见钟楚曦绕着走，简直烂片鉴定神器,1
为什么安妮宝贝老写这种闺蜜抢男友的,1
本来是当《荞麦疯长2.0》来看的，可能是预期放得足够低，没想到居然还算过得去，但如果对标《七月与安生》那就相当地惨烈了……钟楚曦同款“车祸”、同款“沉入水底”、同款“电闪雷鸣的雨夜不好好在家呆着跑到空旷室外” ，立刻唤醒了曾被《荞麦疯长》所支配的恐惧，那部片子对我的精神污染实在是太深了，瑟瑟发抖……,3
生命是一场幻觉...片子来说看上去好像还行，对比七月与安生就真的差好多。七月是两个女生友谊的升华，这里一个婊一个纯，虐来虐去，披着友谊外衣的撕逼剧....这很电视剧,3
闺蜜抢男友的戏码倒不是最值得诟病的点，毕竟这部是青春片的定位。但既然是青春片，这选角就很成问题了：罗晋演技扎实，但导演没给够空间来展示魅力。钟楚曦演技进步挺大，但是同为安妮改编作品女主，周冬雨珠玉在前很难超越。谭松韵这边就灾难了，演可爱率真是她的拿手戏，但演偏执疯狂的妈妈她就浮夸起来了，几乎整段垮掉。别人身上能加分的一人分饰两角放在这里反倒自曝其短，国产片选角永远是个谜。,1
他七月安生，你又八月未央，我九月开学！！！不出所料的烂片。,2
尴尬到抠出魔仙堡的水平，这水平就别碰瓷七月与安生了。钟楚曦确实电影脸，很美，谭松韵只能演演小甜剧，大银幕根本撑不起来。,2
"亲爱的神，亲把我变成小鸟
带我飞去最远的地方
………
你会离开我吗
永远不会

这部电影主要科普女生
不要去为爱而亡
也不要未婚先孕

",3
为什么女作者笔下的女主角们还要搞雌竟 闺蜜和男友出轨/一夜情不太套也就算了都是成年人了事后不知道紧急避孕/没有爱情就活不下去/怀孕了宁愿自己死也要给男人留下爱情结晶/女主妈认为生个孩子就能留住男人/一旦失恋就发疯 整个后半辈子都毁完了没希望了 还迁怒女儿是个没用的东西。。。这塑造的都是些啥无脑愚蠢的女性形象啊 我看作者是女人中的叛徒吧 不知道教女孩子自立自信自尊自爱 就知道围着男人转 不知道学生时期该有多少姑娘被这种疼痛青春伤痕文学精神污染过大脑啊！,1
虽然我害死了我亲妈，睡了我闺蜜男朋友，还在闺蜜为情自杀之后选择生下渣男的孩子和渣男在一起幸福的生活，但我知道我个好女孩,1
要不是逃避上班谁会来看这种烂片,2
"冲着钟楚曦的颜给两星
要剧情没剧情要逻辑没逻辑！",2
真烂，毁三观！！！,1
我早上应该多睡会儿而不是来这里看这部矫情的片子,1
真受不了这电影的节奏，太矫情，太假大空,1
"90分钟的降智经历。。。
这剧情逻辑的设定你说是科幻我也信了。。。
但没办法为了松韵我不能打一星哈哈哈",2
钟楚曦的脸部线条真好看，但真的，看得我太困了,2
我裂开了,1
演员演技挺好，可惜情节真的不合时代了。,5
非正常人情感大赏,1
这要不是钟姐演的我铁定不会买票,2
不惯着了，真的是把无病呻吟四个字演到了极致。上次让我在影院有这种如坐针毯如芒刺背感觉的还是喜宝。是真不会拍意识流和情感向还是双女主啊，小乔的角色拍得像个只会吃吃喝喝买衣服装点自己的脑残，未央像个只活在真空状态的情感空壳，镜头这是在搞笑吗，怎么拍的怎么剪啊，静态的虚焦，毫无情感张力的吻，每一个镜头都充满了刻意的动态ppt的味道，我还是再看一遍我的姐姐洗洗眼睛吧。所以是现在大家都不会拍上海这座城市了吗，只有川渝能拍好吗？苏州河的时代再也回不去了。,1
让人尴尬的一部电影，三个主角完全不搭，钟楚曦演的不知道是个什么，谭松韵和罗晋还是回去演电视剧吧 电影不适合她俩。而且剧情狗血的不能再狗血，十年相伴不知道怎么就被一个不知道哪来的女人给迷住了。三观不正，误人子弟。,1
半场，荒唐可笑的三角恋故事,1
dy上到处网红拍的广告，花了多少钱啊？海报好大一个谭松韵，词条里只有钟楚曦和罗晋，看不起谁呢？？？钟楚曦是新晋烂片王吧😅,1
一个关于为情所困宿命karma的故事，是完全连一丝体现如今时代精神美学的改动的没进行过的、十几年前的安妮宝贝伤痛文学了。看到四个章节的艺术字文案浮现在画面下方时就有不妙的预感：）幸好两个主角的表现算自然服帖，不然预感会更可怕。两大雷点：男主的“不准碰” 、男日语老师说“她写的答案还挺特别的 ：死んでもいい。（ha？先生，“为爱自杀”，挺别致的是吧,2
钟楚曦除了芳华。。其他片子有印象都是烂片。。。好看是真好看。。挑剧本很差。演技也一般。。谭松韵脸不适合电影。。她只适合甜爱偶像剧青春剧。。和钟汉良那部也是醉了。。,1
"摄影还行，配乐凑合，演员0分。导演、编剧麻溜的负分滚粗。
难以想象这就是我初中时候沉迷的安妮宝贝的小说，不止我看得倒牙，安妮宝贝本人也改名庆山想和过去划清界限。这新名字简直像是尼姑的法号。
谭松韵被安排一会演怨妇，一会演女鬼，一会演傻白甜，我真是心疼她，这搁周迅也没辙啊！
至于另外两位主角，还是老老实实去演电视剧吧。",2
三角恋与闺蜜情的组合，已然不是一个多么新颖的话题，而《八月未央》既没有吸取此类电影不胜枚举的前车之鉴，也没能对原著中存在的诸多问题做出与时俱进的改编，从尴尬生硬的演技，到莫名其妙的情感，再到矫揉造作的台词，电影成功的占全了爱情烂片的全垒打。,1
真的狗血🙁用一些花里胡哨看似绮丽的打光意图营造神秘感或是迷幻感？好低级啊🙁杂乱的剪辑也看得感觉节奏很奇怪🙁但冲着谭松韵又不至于打一星🙁看了一整部下来记住的点居然是罗晋抽烟过肺，钟楚曦不会抽烟？🙁,2
青春疼痛文学哈哈哈，慎入，拍得那么诡异实在是没想到，剧情没有任何意外,2
一分给钟楚曦，其他人不配有分,1
钟楚曦这个选片眼光啊……,1
有点不敢点评怕被骂，还是记录下我的真实感受吧。其实我并没有觉得很毁三观，虽然狗血青春疼痛文艺，但我觉得这三个人的感情也挺现实。我不认同是十年的陪伴抵不过一个新鲜感，没有另一个人的出现也会分开，相处十年还不结婚也不会结婚，早已经是习惯不是爱。而出现一个让你心动的人就会彻底离开，这样说肯定会被骂，这就是我不敢点评的原因😂😂青春年少时也是安妮的粉丝，毕竟小说改编，这是她改名前早期的的风格，而且电影版的朝颜也没有那么渣，有些感情一旦付出就是罪孽深重，有些人就是命中注定在劫难逃。无论电影还是生活在一起很久还不结婚最后都不会结婚。,4
两星给钟楚曦和罗晋演技画面还有片尾曲,2
#不散142 如芒刺背 如鲠在喉 如坐针毡,1
主题很好 台词太TM弱智，尤其是开头。我的天呀 小乔 死的是要干嘛。受不了了。未央把孩子生下来干嘛。简直毁三观。 所以最后绿茶渣男配一脸 原配付出十年感情 还要自杀拱手让人。天呐 不要让这种片再侮辱观众智商了好吗。,1
这片子简直了,1
看了之后才明白《七月与安生》有多好。谭松韵的脸完全不适合大荧幕，旗袍扮相好似穿错了戏服，分饰两角更加充分暴露了灾难般的演技。三角恋的狗血程度不想多言，这片子唯一能看的就是钟楚曦的脸。,1
"最想喷的不是人设 也不是剧情 而是某些转场那什么 季节后面加一串金句 哈哈 什么登西o 那字幕4MV吗？直接尬得我扣出卢浮宫🤭
节奏还是太难适应了 一切好像都很突兀的样子
很不适
虽然但是 好喜欢钟楚曦的颜www",1
本片设置大量没有意义的线索，使用大量不知所云的镜头，含有大量令人出汗的台词，电影开始的一刹那，美好的一天直接结束,1
